,cv,std,mean,stability_score
122,0.22699639164218205,0.363551563465061,1.6015741961138,0.8149983217649275
77,0.22888827002786805,0.0403539130303431,0.1763039802145818,0.8137436286028855
2,0.2311739026682888,0.014132705862676405,0.06113452123942991,0.8122329411245056
74,0.23160073142476104,11.399809003451562,49.22181779531625,0.8119514502424525
446,0.23205187393043744,0.022812726607944762,0.09830873684210527,0.8116541366150796
301,0.2343703710318897,0.02970938296884612,0.12676253759398495,0.8101296203051566
444,0.23667838053245263,49.27514866275224,208.19454887218046,0.8086176775965384
1,0.23750494326273164,0.08688587606151071,0.3658276533865496,0.8080775801698696
79,0.24053145428638364,0.043173960744042894,0.17949403279555587,0.8061061221339612
135,0.24068816892082504,0.10356186489128877,0.43027401536033,0.8060043007178989
85,0.2407166946926787,0.3091063721836895,1.2841085765917626,0.8059857695778783
477,0.24072910774523118,0.00927315356185174,0.03852111466165412,0.8059777059774904
474,0.24278344965703305,0.013747745637551016,0.056625546992481186,0.8046454112950786
296,0.243831812656718,40.31979020906793,165.35902255639098,0.8039672163265271
0,0.24613136496098015,42.61173001665167,173.1259647603507,0.802483612978727
527,0.24890425991472265,103.9185510631759,417.5041082011997,0.8007018889248418
472,0.25053853293655404,0.017878355302291957,0.07135970300751877,0.7996554873457344
471,0.2568256061211248,0.013844223401106028,0.05390515225563909,0.7956553360543375
222,0.25991189076704263,76.60560991028626,294.7368421052632,0.7937062959150211
370,0.263123421481438,35.71158557264239,135.7218045112782,0.7916882728903585
146,0.27149531093021545,0.03736886292180929,0.13764091465806017,0.7864755704591693
293,0.27840219085653883,0.17283777372252976,0.6208204511278196,0.782226444191239
463,0.2805919938973602,0.035631279198763945,0.1269860864661654,0.7808888426333159
473,0.28187801033302307,0.014472416587936486,0.05134283646616541,0.7801054327628312
461,0.28873149636693707,0.03772980864465684,0.13067437781954888,0.7759568248460598
227,0.28957445838175344,0.8791069055923912,3.035857894736842,0.7754496016111149
143,0.3014591793608439,0.03688464449162565,0.12235369501711232,0.7683683175457776
299,0.30221710547887737,0.055791974902259435,0.1846089248120301,0.7679211060833515
145,0.302578106437332,0.04129287958244711,0.1364701500338043,0.7677082817974652
384,0.30502138510548676,0.06355086673778344,0.20834888909774438,0.7662709679804738
268,0.30699063921948494,0.8334477784808382,2.7148963909774437,0.7651164208774937
464,0.307183290692272,0.05124458043066047,0.1668208590225564,0.7650036587221134
475,0.31300678837633455,0.012990084133951012,0.04150096616541353,0.7616106853770352
493,0.31770179444794744,0.6225437786800986,1.959522387218045,0.7588970465195056
